phase,timestamp_iso,epoch_ms,orderId,intendedPrice,stopLoss,execPrice,theoretical_lots,theoretical_units,requestedVolume,filledSize,slippage,brokerMsg,client_order_id,side,action,type,status,reason,latency_ms,price_requested,price_filled,size_requested,size_filled,session,host,order_id,timestamp_request,timestamp_ack,timestamp_fill
ACK,2025-10-09T12:29:50.3531644Z,1760012990353,ORD-435,104.35,,,,,1,,,,ORD-435,Sell,SELL,Market,ACK,,9,104.35,,1,,HARNESS,DESKTOP-584MV4B,ORD-435,2025-10-09T12:29:50.3444625Z,2025-10-09T12:29:50.3531644Z,
FILL,2025-10-09T12:29:50.3550532Z,1760012990355,ORD-435,104.35,,104.34949999999999,,,1,1,-0.0005000000000023874,filled,ORD-435,Sell,SELL,Market,FILL,filled,11,104.35,104.34949999999999,1,1,HARNESS,DESKTOP-584MV4B,ORD-435,2025-10-09T12:29:50.3444625Z,2025-10-09T12:29:50.3531644Z,2025-10-09T12:29:50.3550532Z
REQUEST,2025-10-09T12:29:50.5800494Z,1760012990580,ORD-450,104.5,104.45,,,,1,,,,ORD-450,Buy,BUY,Market,REQUEST,,,104.5,,1,,HARNESS,DESKTOP-584MV4B,ORD-450,2025-10-09T12:29:50.5800494Z,,
ACK,2025-10-09T12:29:50.5895026Z,1760012990589,ORD-450,104.5,104.45,,,,1,,,,ORD-450,Buy,BUY,Market,ACK,,9,104.5,,1,,HARNESS,DESKTOP-584MV4B,ORD-450,2025-10-09T12:29:50.5800494Z,2025-10-09T12:29:50.5895026Z,
FILL,2025-10-09T12:29:50.5913339Z,1760012990591,ORD-450,104.5,104.45,104.5005,,,1,1,0.0005000000000023874,filled,ORD-450,Buy,BUY,Market,FILL,filled,11,104.5,104.5005,1,1,HARNESS,DESKTOP-584MV4B,ORD-450,2025-10-09T12:29:50.5800494Z,2025-10-09T12:29:50.5895026Z,2025-10-09T12:29:50.5913339Z
REQUEST,2025-10-09T12:29:50.8012369Z,1760012990801,ORD-465,104.65,,,,,1,,,,ORD-465,Sell,SELL,Market,REQUEST,,,104.65,,1,,HARNESS,DESKTOP-584MV4B,ORD-465,2025-10-09T12:29:50.8012369Z,,
ACK,2025-10-09T12:29:50.8109299Z,1760012990810,ORD-465,104.65,,,,,1,,,,ORD-465,Sell,SELL,Market,ACK,,9,104.65,,1,,HARNESS,DESKTOP-584MV4B,ORD-465,2025-10-09T12:29:50.8012369Z,2025-10-09T12:29:50.8109299Z,
FILL,2025-10-09T12:29:50.8127199Z,1760012990812,ORD-465,104.65,,104.6495,,,1,1,-0.0005000000000023874,filled,ORD-465,Sell,SELL,Market,FILL,filled,11,104.65,104.6495,1,1,HARNESS,DESKTOP-584MV4B,ORD-465,2025-10-09T12:29:50.8012369Z,2025-10-09T12:29:50.8109299Z,2025-10-09T12:29:50.8127199Z
REQUEST,2025-10-09T12:29:51.0445984Z,1760012991044,ORD-480,104.8,104.75,,,,1,,,,ORD-480,Buy,BUY,Market,REQUEST,,,104.8,,1,,HARNESS,DESKTOP-584MV4B,ORD-480,2025-10-09T12:29:51.0445984Z,,
ACK,2025-10-09T12:29:51.0570449Z,1760012991057,ORD-480,104.8,104.75,,,,1,,,,ORD-480,Buy,BUY,Market,ACK,,13,104.8,,1,,HARNESS,DESKTOP-584MV4B,ORD-480,2025-10-09T12:29:51.0445984Z,2025-10-09T12:29:51.0570449Z,
FILL,2025-10-09T12:29:51.0589174Z,1760012991058,ORD-480,104.8,104.75,104.8005,,,1,1,0.0005000000000023874,filled,ORD-480,Buy,BUY,Market,FILL,filled,14,104.8,104.8005,1,1,HARNESS,DESKTOP-584MV4B,ORD-480,2025-10-09T12:29:51.0445984Z,2025-10-09T12:29:51.0570449Z,2025-10-09T12:29:51.0589174Z
REQUEST,2025-10-09T12:29:51.2663136Z,1760012991266,ORD-495,104.95,,,,,1,,,,ORD-495,Sell,SELL,Market,REQUEST,,,104.95,,1,,HARNESS,DESKTOP-584MV4B,ORD-495,2025-10-09T12:29:51.2663136Z,,
ACK,2025-10-09T12:29:51.2776238Z,1760012991277,ORD-495,104.95,,,,,1,,,,ORD-495,Sell,SELL,Market,ACK,,11,104.95,,1,,HARNESS,DESKTOP-584MV4B,ORD-495,2025-10-09T12:29:51.2663136Z,2025-10-09T12:29:51.2776238Z,
FILL,2025-10-09T12:29:51.2789321Z,1760012991278,ORD-495,104.95,,104.9495,,,1,1,-0.0005000000000023874,filled,ORD-495,Sell,SELL,Market,FILL,filled,12,104.95,104.9495,1,1,HARNESS,DESKTOP-584MV4B,ORD-495,2025-10-09T12:29:51.2663136Z,2025-10-09T12:29:51.2776238Z,2025-10-09T12:29:51.2789321Z
REQUEST,2025-10-09T12:29:51.4885262Z,1760012991488,ORD-510,105.1,105.05,,,,1,,,,ORD-510,Buy,BUY,Market,REQUEST,,,105.1,,1,,HARNESS,DESKTOP-584MV4B,ORD-510,2025-10-09T12:29:51.4885262Z,,
ACK,2025-10-09T12:29:51.4897817Z,1760012991489,ORD-510,105.1,105.05,,,,1,,,,ORD-510,Buy,BUY,Market,ACK,,1,105.1,,1,,HARNESS,DESKTOP-584MV4B,ORD-510,2025-10-09T12:29:51.4885262Z,2025-10-09T12:29:51.4897817Z,
FILL,2025-10-09T12:29:51.4908112Z,1760012991490,ORD-510,105.1,105.05,105.1005,,,1,1,0.0005000000000023874,filled,ORD-510,Buy,BUY,Market,FILL,filled,2,105.1,105.1005,1,1,HARNESS,DESKTOP-584MV4B,ORD-510,2025-10-09T12:29:51.4885262Z,2025-10-09T12:29:51.4897817Z,2025-10-09T12:29:51.4908112Z
REQUEST,2025-10-09T12:29:51.7079591Z,1760012991707,ORD-525,105.25,,,,,1,,,,ORD-525,Sell,SELL,Market,REQUEST,,,105.25,,1,,HARNESS,DESKTOP-584MV4B,ORD-525,2025-10-09T12:29:51.7079591Z,,
ACK,2025-10-09T12:29:51.7196492Z,1760012991719,ORD-525,105.25,,,,,1,,,,ORD-525,Sell,SELL,Market,ACK,,12,105.25,,1,,HARNESS,DESKTOP-584MV4B,ORD-525,2025-10-09T12:29:51.7079591Z,2025-10-09T12:29:51.7196492Z,
FILL,2025-10-09T12:29:51.7207781Z,1760012991720,ORD-525,105.25,,105.2495,,,1,1,-0.0005000000000023874,filled,ORD-525,Sell,SELL,Market,FILL,filled,13,105.25,105.2495,1,1,HARNESS,DESKTOP-584MV4B,ORD-525,2025-10-09T12:29:51.7079591Z,2025-10-09T12:29:51.7196492Z,2025-10-09T12:29:51.7207781Z
REQUEST,2025-10-09T12:29:51.9360868Z,1760012991936,ORD-540,105.4,105.35000000000001,,,,1,,,,ORD-540,Buy,BUY,Market,REQUEST,,,105.4,,1,,HARNESS,DESKTOP-584MV4B,ORD-540,2025-10-09T12:29:51.9360868Z,,
ACK,2025-10-09T12:29:51.9381338Z,1760012991938,ORD-540,105.4,105.35000000000001,,,,1,,,,ORD-540,Buy,BUY,Market,ACK,,2,105.4,,1,,HARNESS,DESKTOP-584MV4B,ORD-540,2025-10-09T12:29:51.9360868Z,2025-10-09T12:29:51.9381338Z,
FILL,2025-10-09T12:29:51.9391082Z,1760012991939,ORD-540,105.4,105.35000000000001,105.40050000000001,,,1,1,0.0005000000000023874,filled,ORD-540,Buy,BUY,Market,FILL,filled,3,105.4,105.40050000000001,1,1,HARNESS,DESKTOP-584MV4B,ORD-540,2025-10-09T12:29:51.9360868Z,2025-10-09T12:29:51.9381338Z,2025-10-09T12:29:51.9391082Z
REQUEST,2025-10-09T12:29:52.1258609Z,1760012992125,ORD-555,105.55,,,,,1,,,,ORD-555,Sell,SELL,Market,REQUEST,,,105.55,,1,,HARNESS,DESKTOP-584MV4B,ORD-555,2025-10-09T12:29:52.1258609Z,,
ACK,2025-10-09T12:29:52.1367350Z,1760012992136,ORD-555,105.55,,,,,1,,,,ORD-555,Sell,SELL,Market,ACK,,11,105.55,,1,,HARNESS,DESKTOP-584MV4B,ORD-555,2025-10-09T12:29:52.1258609Z,2025-10-09T12:29:52.1367350Z,
FILL,2025-10-09T12:29:52.1380020Z,1760012992138,ORD-555,105.55,,105.5495,,,1,1,-0.0005000000000023874,filled,ORD-555,Sell,SELL,Market,FILL,filled,13,105.55,105.5495,1,1,HARNESS,DESKTOP-584MV4B,ORD-555,2025-10-09T12:29:52.1258609Z,2025-10-09T12:29:52.1367350Z,2025-10-09T12:29:52.1380020Z
REQUEST,2025-10-09T12:29:52.3357190Z,1760012992335,ORD-570,105.7,105.65,,,,1,,,,ORD-570,Buy,BUY,Market,REQUEST,,,105.7,,1,,HARNESS,DESKTOP-584MV4B,ORD-570,2025-10-09T12:29:52.3357190Z,,
ACK,2025-10-09T12:29:52.3484639Z,1760012992348,ORD-570,105.7,105.65,,,,1,,,,ORD-570,Buy,BUY,Market,ACK,,13,105.7,,1,,HARNESS,DESKTOP-584MV4B,ORD-570,2025-10-09T12:29:52.3357190Z,2025-10-09T12:29:52.3484639Z,
FILL,2025-10-09T12:29:52.3502226Z,1760012992350,ORD-570,105.7,105.65,105.7005,,,1,1,0.0005000000000023874,filled,ORD-570,Buy,BUY,Market,FILL,filled,15,105.7,105.7005,1,1,HARNESS,DESKTOP-584MV4B,ORD-570,2025-10-09T12:29:52.3357190Z,2025-10-09T12:29:52.3484639Z,2025-10-09T12:29:52.3502226Z
REQUEST,2025-10-09T12:29:52.5438732Z,1760012992543,ORD-585,105.85,,,,,1,,,,ORD-585,Sell,SELL,Market,REQUEST,,,105.85,,1,,HARNESS,DESKTOP-584MV4B,ORD-585,2025-10-09T12:29:52.5438732Z,,
ACK,2025-10-09T12:29:52.5518532Z,1760012992551,ORD-585,105.85,,,,,1,,,,ORD-585,Sell,SELL,Market,ACK,,8,105.85,,1,,HARNESS,DESKTOP-584MV4B,ORD-585,2025-10-09T12:29:52.5438732Z,2025-10-09T12:29:52.5518532Z,
FILL,2025-10-09T12:29:52.5538968Z,1760012992553,ORD-585,105.85,,105.84949999999999,,,1,1,-0.0005000000000023874,filled,ORD-585,Sell,SELL,Market,FILL,filled,10,105.85,105.84949999999999,1,1,HARNESS,DESKTOP-584MV4B,ORD-585,2025-10-09T12:29:52.5438732Z,2025-10-09T12:29:52.5518532Z,2025-10-09T12:29:52.5538968Z
REQUEST,2025-10-09T12:29:52.7609477Z,1760012992760,ORD-600,106,105.95,,,,1,,,,ORD-600,Buy,BUY,Market,REQUEST,,,106,,1,,HARNESS,DESKTOP-584MV4B,ORD-600,2025-10-09T12:29:52.7609477Z,,
ACK,2025-10-09T12:29:52.7704238Z,1760012992770,ORD-600,106,105.95,,,,1,,,,ORD-600,Buy,BUY,Market,ACK,,10,106,,1,,HARNESS,DESKTOP-584MV4B,ORD-600,2025-10-09T12:29:52.7609477Z,2025-10-09T12:29:52.7704238Z,
FILL,2025-10-09T12:29:52.7724877Z,1760012992772,ORD-600,106,105.95,106.0005,,,1,1,0.0005000000000023874,filled,ORD-600,Buy,BUY,Market,FILL,filled,12,106,106.0005,1,1,HARNESS,DESKTOP-584MV4B,ORD-600,2025-10-09T12:29:52.7609477Z,2025-10-09T12:29:52.7704238Z,2025-10-09T12:29:52.7724877Z
REQUEST,2025-10-09T12:29:53.0110477Z,1760012993011,ORD-615,106.15,,,,,1,,,,ORD-615,Sell,SELL,Market,REQUEST,,,106.15,,1,,HARNESS,DESKTOP-584MV4B,ORD-615,2025-10-09T12:29:53.0110477Z,,
ACK,2025-10-09T12:29:53.0194504Z,1760012993019,ORD-615,106.15,,,,,1,,,,ORD-615,Sell,SELL,Market,ACK,,8,106.15,,1,,HARNESS,DESKTOP-584MV4B,ORD-615,2025-10-09T12:29:53.0110477Z,2025-10-09T12:29:53.0194504Z,
FILL,2025-10-09T12:29:53.0216330Z,1760012993021,ORD-615,106.15,,106.1495,,,1,1,-0.0005000000000023874,filled,ORD-615,Sell,SELL,Market,FILL,filled,10,106.15,106.1495,1,1,HARNESS,DESKTOP-584MV4B,ORD-615,2025-10-09T12:29:53.0110477Z,2025-10-09T12:29:53.0194504Z,2025-10-09T12:29:53.0216330Z
REQUEST,2025-10-09T12:29:53.2170391Z,1760012993217,ORD-630,106.3,106.25,,,,1,,,,ORD-630,Buy,BUY,Market,REQUEST,,,106.3,,1,,HARNESS,DESKTOP-584MV4B,ORD-630,2025-10-09T12:29:53.2170391Z,,
ACK,2025-10-09T12:29:53.2248288Z,1760012993224,ORD-630,106.3,106.25,,,,1,,,,ORD-630,Buy,BUY,Market,ACK,,7,106.3,,1,,HARNESS,DESKTOP-584MV4B,ORD-630,2025-10-09T12:29:53.2170391Z,2025-10-09T12:29:53.2248288Z,
FILL,2025-10-09T12:29:53.2270368Z,1760012993227,ORD-630,106.3,106.25,106.3005,,,1,1,0.0005000000000023874,filled,ORD-630,Buy,BUY,Market,FILL,filled,10,106.3,106.3005,1,1,HARNESS,DESKTOP-584MV4B,ORD-630,2025-10-09T12:29:53.2170391Z,2025-10-09T12:29:53.2248288Z,2025-10-09T12:29:53.2270368Z
REQUEST,2025-10-09T12:29:53.4347168Z,1760012993434,ORD-645,106.45,,,,,1,,,,ORD-645,Sell,SELL,Market,REQUEST,,,106.45,,1,,HARNESS,DESKTOP-584MV4B,ORD-645,2025-10-09T12:29:53.4347168Z,,
ACK,2025-10-09T12:29:53.4433989Z,1760012993443,ORD-645,106.45,,,,,1,,,,ORD-645,Sell,SELL,Market,ACK,,9,106.45,,1,,HARNESS,DESKTOP-584MV4B,ORD-645,2025-10-09T12:29:53.4347168Z,2025-10-09T12:29:53.4433989Z,
FILL,2025-10-09T12:29:53.4452144Z,1760012993445,ORD-645,106.45,,106.4495,,,1,1,-0.0005000000000023874,filled,ORD-645,Sell,SELL,Market,FILL,filled,11,106.45,106.4495,1,1,HARNESS,DESKTOP-584MV4B,ORD-645,2025-10-09T12:29:53.4347168Z,2025-10-09T12:29:53.4433989Z,2025-10-09T12:29:53.4452144Z
REQUEST,2025-10-09T12:29:53.6610675Z,1760012993661,ORD-660,106.6,106.55,,,,1,,,,ORD-660,Buy,BUY,Market,REQUEST,,,106.6,,1,,HARNESS,DESKTOP-584MV4B,ORD-660,2025-10-09T12:29:53.6610675Z,,
ACK,2025-10-09T12:29:53.6699858Z,1760012993669,ORD-660,106.6,106.55,,,,1,,,,ORD-660,Buy,BUY,Market,ACK,,8,106.6,,1,,HARNESS,DESKTOP-584MV4B,ORD-660,2025-10-09T12:29:53.6610675Z,2025-10-09T12:29:53.6699858Z,
FILL,2025-10-09T12:29:53.6717051Z,1760012993671,ORD-660,106.6,106.55,106.6005,,,1,1,0.0005000000000023874,filled,ORD-660,Buy,BUY,Market,FILL,filled,10,106.6,106.6005,1,1,HARNESS,DESKTOP-584MV4B,ORD-660,2025-10-09T12:29:53.6610675Z,2025-10-09T12:29:53.6699858Z,2025-10-09T12:29:53.6717051Z
REQUEST,2025-10-09T12:29:53.8736016Z,1760012993873,ORD-675,106.75,,,,,1,,,,ORD-675,Sell,SELL,Market,REQUEST,,,106.75,,1,,HARNESS,DESKTOP-584MV4B,ORD-675,2025-10-09T12:29:53.8736016Z,,
ACK,2025-10-09T12:29:53.8859889Z,1760012993885,ORD-675,106.75,,,,,1,,,,ORD-675,Sell,SELL,Market,ACK,,12,106.75,,1,,HARNESS,DESKTOP-584MV4B,ORD-675,2025-10-09T12:29:53.8736016Z,2025-10-09T12:29:53.8859889Z,
FILL,2025-10-09T12:29:53.8877862Z,1760012993887,ORD-675,106.75,,106.7495,,,1,1,-0.0005000000000023874,filled,ORD-675,Sell,SELL,Market,FILL,filled,14,106.75,106.7495,1,1,HARNESS,DESKTOP-584MV4B,ORD-675,2025-10-09T12:29:53.8736016Z,2025-10-09T12:29:53.8859889Z,2025-10-09T12:29:53.8877862Z
REQUEST,2025-10-09T12:29:54.0951790Z,1760012994095,ORD-690,106.9,106.85000000000001,,,,1,,,,ORD-690,Buy,BUY,Market,REQUEST,,,106.9,,1,,HARNESS,DESKTOP-584MV4B,ORD-690,2025-10-09T12:29:54.0951790Z,,
ACK,2025-10-09T12:29:54.1042789Z,1760012994104,ORD-690,106.9,106.85000000000001,,,,1,,,,ORD-690,Buy,BUY,Market,ACK,,9,106.9,,1,,HARNESS,DESKTOP-584MV4B,ORD-690,2025-10-09T12:29:54.0951790Z,2025-10-09T12:29:54.1042789Z,
FILL,2025-10-09T12:29:54.1057134Z,1760012994105,ORD-690,106.9,106.85000000000001,106.90050000000001,,,1,1,0.0005000000000023874,filled,ORD-690,Buy,BUY,Market,FILL,filled,10,106.9,106.90050000000001,1,1,HARNESS,DESKTOP-584MV4B,ORD-690,2025-10-09T12:29:54.0951790Z,2025-10-09T12:29:54.1042789Z,2025-10-09T12:29:54.1057134Z
REQUEST,2025-10-09T12:29:54.3042791Z,1760012994304,ORD-705,107.05,,,,,1,,,,ORD-705,Sell,SELL,Market,REQUEST,,,107.05,,1,,HARNESS,DESKTOP-584MV4B,ORD-705,2025-10-09T12:29:54.3042791Z,,
ACK,2025-10-09T12:29:54.3071442Z,1760012994307,ORD-705,107.05,,,,,1,,,,ORD-705,Sell,SELL,Market,ACK,,3,107.05,,1,,HARNESS,DESKTOP-584MV4B,ORD-705,2025-10-09T12:29:54.3042791Z,2025-10-09T12:29:54.3071442Z,
FILL,2025-10-09T12:29:54.3088773Z,1760012994308,ORD-705,107.05,,107.0495,,,1,1,-0.0005000000000023874,filled,ORD-705,Sell,SELL,Market,FILL,filled,4,107.05,107.0495,1,1,HARNESS,DESKTOP-584MV4B,ORD-705,2025-10-09T12:29:54.3042791Z,2025-10-09T12:29:54.3071442Z,2025-10-09T12:29:54.3088773Z
REQUEST,2025-10-09T12:29:54.5298152Z,1760012994529,ORD-720,107.2,107.15,,,,1,,,,ORD-720,Buy,BUY,Market,REQUEST,,,107.2,,1,,HARNESS,DESKTOP-584MV4B,ORD-720,2025-10-09T12:29:54.5298152Z,,
ACK,2025-10-09T12:29:54.5385401Z,1760012994538,ORD-720,107.2,107.15,,,,1,,,,ORD-720,Buy,BUY,Market,ACK,,9,107.2,,1,,HARNESS,DESKTOP-584MV4B,ORD-720,2025-10-09T12:29:54.5298152Z,2025-10-09T12:29:54.5385401Z,
FILL,2025-10-09T12:29:54.5405597Z,1760012994540,ORD-720,107.2,107.15,107.2005,,,1,1,0.0005000000000023874,filled,ORD-720,Buy,BUY,Market,FILL,filled,11,107.2,107.2005,1,1,HARNESS,DESKTOP-584MV4B,ORD-720,2025-10-09T12:29:54.5298152Z,2025-10-09T12:29:54.5385401Z,2025-10-09T12:29:54.5405597Z
REQUEST,2025-10-09T12:29:54.7799447Z,1760012994779,ORD-735,107.35,,,,,1,,,,ORD-735,Sell,SELL,Market,REQUEST,,,107.35,,1,,HARNESS,DESKTOP-584MV4B,ORD-735,2025-10-09T12:29:54.7799447Z,,
ACK,2025-10-09T12:29:54.7872417Z,1760012994787,ORD-735,107.35,,,,,1,,,,ORD-735,Sell,SELL,Market,ACK,,8,107.35,,1,,HARNESS,DESKTOP-584MV4B,ORD-735,2025-10-09T12:29:54.7799447Z,2025-10-09T12:29:54.7872417Z,
FILL,2025-10-09T12:29:54.7890690Z,1760012994789,ORD-735,107.35,,107.34949999999999,,,1,1,-0.0005000000000023874,filled,ORD-735,Sell,SELL,Market,FILL,filled,10,107.35,107.34949999999999,1,1,HARNESS,DESKTOP-584MV4B,ORD-735,2025-10-09T12:29:54.7799447Z,2025-10-09T12:29:54.7872417Z,2025-10-09T12:29:54.7890690Z
REQUEST,2025-10-09T12:29:54.9872788Z,1760012994987,ORD-750,107.5,107.45,,,,1,,,,ORD-750,Buy,BUY,Market,REQUEST,,,107.5,,1,,HARNESS,DESKTOP-584MV4B,ORD-750,2025-10-09T12:29:54.9872788Z,,
ACK,2025-10-09T12:29:54.9955237Z,1760012994995,ORD-750,107.5,107.45,,,,1,,,,ORD-750,Buy,BUY,Market,ACK,,8,107.5,,1,,HARNESS,DESKTOP-584MV4B,ORD-750,2025-10-09T12:29:54.9872788Z,2025-10-09T12:29:54.9955237Z,
FILL,2025-10-09T12:29:54.9968282Z,1760012994996,ORD-750,107.5,107.45,107.5005,,,1,1,0.0005000000000023874,filled,ORD-750,Buy,BUY,Market,FILL,filled,9,107.5,107.5005,1,1,HARNESS,DESKTOP-584MV4B,ORD-750,2025-10-09T12:29:54.9872788Z,2025-10-09T12:29:54.9955237Z,2025-10-09T12:29:54.9968282Z
REQUEST,2025-10-09T12:29:55.1784758Z,1760012995178,ORD-765,107.65,,,,,1,,,,ORD-765,Sell,SELL,Market,REQUEST,,,107.65,,1,,HARNESS,DESKTOP-584MV4B,ORD-765,2025-10-09T12:29:55.1784758Z,,
ACK,2025-10-09T12:29:55.1877068Z,1760012995187,ORD-765,107.65,,,,,1,,,,ORD-765,Sell,SELL,Market,ACK,,9,107.65,,1,,HARNESS,DESKTOP-584MV4B,ORD-765,2025-10-09T12:29:55.1784758Z,2025-10-09T12:29:55.1877068Z,
FILL,2025-10-09T12:29:55.1904065Z,1760012995190,ORD-765,107.65,,107.6495,,,1,1,-0.0005000000000023874,filled,ORD-765,Sell,SELL,Market,FILL,filled,12,107.65,107.6495,1,1,HARNESS,DESKTOP-584MV4B,ORD-765,2025-10-09T12:29:55.1784758Z,2025-10-09T12:29:55.1877068Z,2025-10-09T12:29:55.1904065Z
REQUEST,2025-10-09T12:29:55.4149622Z,1760012995414,ORD-780,107.8,107.75,,,,1,,,,ORD-780,Buy,BUY,Market,REQUEST,,,107.8,,1,,HARNESS,DESKTOP-584MV4B,ORD-780,2025-10-09T12:29:55.4149622Z,,
ACK,2025-10-09T12:29:55.4228944Z,1760012995422,ORD-780,107.8,107.75,,,,1,,,,ORD-780,Buy,BUY,Market,ACK,,8,107.8,,1,,HARNESS,DESKTOP-584MV4B,ORD-780,2025-10-09T12:29:55.4149622Z,2025-10-09T12:29:55.4228944Z,
FILL,2025-10-09T12:29:55.4247401Z,1760012995424,ORD-780,107.8,107.75,107.8005,,,1,1,0.0005000000000023874,filled,ORD-780,Buy,BUY,Market,FILL,filled,10,107.8,107.8005,1,1,HARNESS,DESKTOP-584MV4B,ORD-780,2025-10-09T12:29:55.4149622Z,2025-10-09T12:29:55.4228944Z,2025-10-09T12:29:55.4247401Z
REQUEST,2025-10-09T12:29:55.6293446Z,1760012995629,ORD-795,107.95,,,,,1,,,,ORD-795,Sell,SELL,Market,REQUEST,,,107.95,,1,,HARNESS,DESKTOP-584MV4B,ORD-795,2025-10-09T12:29:55.6293446Z,,
ACK,2025-10-09T12:29:55.6312530Z,1760012995631,ORD-795,107.95,,,,,1,,,,ORD-795,Sell,SELL,Market,ACK,,2,107.95,,1,,HARNESS,DESKTOP-584MV4B,ORD-795,2025-10-09T12:29:55.6293446Z,2025-10-09T12:29:55.6312530Z,
FILL,2025-10-09T12:29:55.6332045Z,1760012995633,ORD-795,107.95,,107.9495,,,1,1,-0.0005000000000023874,filled,ORD-795,Sell,SELL,Market,FILL,filled,4,107.95,107.9495,1,1,HARNESS,DESKTOP-584MV4B,ORD-795,2025-10-09T12:29:55.6293446Z,2025-10-09T12:29:55.6312530Z,2025-10-09T12:29:55.6332045Z
REQUEST,2025-10-09T12:29:55.8375653Z,1760012995837,ORD-810,108.1,108.05,,,,1,,,,ORD-810,Buy,BUY,Market,REQUEST,,,108.1,,1,,HARNESS,DESKTOP-584MV4B,ORD-810,2025-10-09T12:29:55.8375653Z,,
ACK,2025-10-09T12:29:55.8397755Z,1760012995839,ORD-810,108.1,108.05,,,,1,,,,ORD-810,Buy,BUY,Market,ACK,,2,108.1,,1,,HARNESS,DESKTOP-584MV4B,ORD-810,2025-10-09T12:29:55.8375653Z,2025-10-09T12:29:55.8397755Z,
FILL,2025-10-09T12:29:55.8414929Z,1760012995841,ORD-810,108.1,108.05,108.1005,,,1,1,0.0005000000000023874,filled,ORD-810,Buy,BUY,Market,FILL,filled,4,108.1,108.1005,1,1,HARNESS,DESKTOP-584MV4B,ORD-810,2025-10-09T12:29:55.8375653Z,2025-10-09T12:29:55.8397755Z,2025-10-09T12:29:55.8414929Z
REQUEST,2025-10-09T12:29:56.0364111Z,1760012996036,ORD-825,108.25,,,,,1,,,,ORD-825,Sell,SELL,Market,REQUEST,,,108.25,,1,,HARNESS,DESKTOP-584MV4B,ORD-825,2025-10-09T12:29:56.0364111Z,,
ACK,2025-10-09T12:29:56.0437918Z,1760012996043,ORD-825,108.25,,,,,1,,,,ORD-825,Sell,SELL,Market,ACK,,7,108.25,,1,,HARNESS,DESKTOP-584MV4B,ORD-825,2025-10-09T12:29:56.0364111Z,2025-10-09T12:29:56.0437918Z,
FILL,2025-10-09T12:29:56.0455530Z,1760012996045,ORD-825,108.25,,108.2495,,,1,1,-0.0005000000000023874,filled,ORD-825,Sell,SELL,Market,FILL,filled,9,108.25,108.2495,1,1,HARNESS,DESKTOP-584MV4B,ORD-825,2025-10-09T12:29:56.0364111Z,2025-10-09T12:29:56.0437918Z,2025-10-09T12:29:56.0455530Z
REQUEST,2025-10-09T12:29:56.2638871Z,1760012996263,ORD-840,108.4,108.35000000000001,,,,1,,,,ORD-840,Buy,BUY,Market,REQUEST,,,108.4,,1,,HARNESS,DESKTOP-584MV4B,ORD-840,2025-10-09T12:29:56.2638871Z,,
ACK,2025-10-09T12:29:56.2721904Z,1760012996272,ORD-840,108.4,108.35000000000001,,,,1,,,,ORD-840,Buy,BUY,Market,ACK,,9,108.4,,1,,HARNESS,DESKTOP-584MV4B,ORD-840,2025-10-09T12:29:56.2638871Z,2025-10-09T12:29:56.2721904Z,
FILL,2025-10-09T12:29:56.2736285Z,1760012996273,ORD-840,108.4,108.35000000000001,108.40050000000001,,,1,1,0.0005000000000023874,filled,ORD-840,Buy,BUY,Market,FILL,filled,10,108.4,108.40050000000001,1,1,HARNESS,DESKTOP-584MV4B,ORD-840,2025-10-09T12:29:56.2638871Z,2025-10-09T12:29:56.2721904Z,2025-10-09T12:29:56.2736285Z
REQUEST,2025-10-09T12:29:56.4832775Z,1760012996483,ORD-855,108.55,,,,,1,,,,ORD-855,Sell,SELL,Market,REQUEST,,,108.55,,1,,HARNESS,DESKTOP-584MV4B,ORD-855,2025-10-09T12:29:56.4832775Z,,
ACK,2025-10-09T12:29:56.4906320Z,1760012996490,ORD-855,108.55,,,,,1,,,,ORD-855,Sell,SELL,Market,ACK,,7,108.55,,1,,HARNESS,DESKTOP-584MV4B,ORD-855,2025-10-09T12:29:56.4832775Z,2025-10-09T12:29:56.4906320Z,
FILL,2025-10-09T12:29:56.4924416Z,1760012996492,ORD-855,108.55,,108.5495,,,1,1,-0.0005000000000023874,filled,ORD-855,Sell,SELL,Market,FILL,filled,9,108.55,108.5495,1,1,HARNESS,DESKTOP-584MV4B,ORD-855,2025-10-09T12:29:56.4832775Z,2025-10-09T12:29:56.4906320Z,2025-10-09T12:29:56.4924416Z
REQUEST,2025-10-09T12:29:56.7039040Z,1760012996703,ORD-870,108.7,108.65,,,,1,,,,ORD-870,Buy,BUY,Market,REQUEST,,,108.7,,1,,HARNESS,DESKTOP-584MV4B,ORD-870,2025-10-09T12:29:56.7039040Z,,
ACK,2025-10-09T12:29:56.7118119Z,1760012996711,ORD-870,108.7,108.65,,,,1,,,,ORD-870,Buy,BUY,Market,ACK,,8,108.7,,1,,HARNESS,DESKTOP-584MV4B,ORD-870,2025-10-09T12:29:56.7039040Z,2025-10-09T12:29:56.7118119Z,
FILL,2025-10-09T12:29:56.7136280Z,1760012996713,ORD-870,108.7,108.65,108.7005,,,1,1,0.0005000000000023874,filled,ORD-870,Buy,BUY,Market,FILL,filled,10,108.7,108.7005,1,1,HARNESS,DESKTOP-584MV4B,ORD-870,2025-10-09T12:29:56.7039040Z,2025-10-09T12:29:56.7118119Z,2025-10-09T12:29:56.7136280Z
